comment_id,video_id,text,text_clean,author_pseudo,like_count,reply_count,is_reply,parent_id,published_at,comment_year,comment_ym,years_since_performance,days_since_upload,years_since_upload,comment_age_days,lang,lang_conf,lang_reliable,n_chars,n_tokens,n_emoji,is_textless,probe_who_listening,probe_personal_memory,probe_mortality,probe_restorative,lang_grp,dict_personal_memory,dict_mortality,dict_restorative,dict_who_listening,zs_mortality,zs_collective,zs_personal_memory,zs_restorative,zs_anemoia,zs_reflective,flag_personal_memory,flag_mortality,flag_restorative,flag_reflective,flag_collective,flag_anemoia,n_constructs,sentiment
Ugz3kITWXLCKPklPfrJ4AaABAg,TdWEhMOrRpQ,"I feel like what you’re missing is that YOU are not the community. And “the community” you refer to is not the community either. 

You (and I) only interact with a specific segment of 20+ year old players that have demands and expectations from the game that are nowhere near the experience of the average player. Minecraft is THRIVING. Communities you’ve never heard of are thriving. 

For example, a town in France opened a server with a reconstruction of the town 1 to 1, and they host town community events inside Minecraft. They used it to explain the election process to elementary school kids by having them host an election in the game, and so on. 

That’s what golden age looks like. Kids still discuss the new features at school, and enjoy them, like the happy ghast and so on. Hell I’m a college student and I still gather on the server with friends to discuss what projects we’ll do with the new fall forest blocks.","I feel like what you’re missing is that YOU are not the community. And “the community” you refer to is not the community either. You (and I) only interact with a specific segment of 20+ year old players that have demands and expectations from the game that are nowhere near the experience of the average player. Minecraft is THRIVING. Communities you’ve never heard of are thriving. For example, a town in France opened a server with a reconstruction of the town 1 to 1, and they host town community events inside Minecraft. They used it to explain the election process to elementary school kids by having them host an election in the game, and so on. That’s what golden age looks like. Kids still discuss the new features at school, and enjoy them, like the happy ghast and so on. Hell I’m a college student and I still gather on the server with friends to discuss what projects we’ll do with the new fall forest blocks.",036e17a1afe8e4bf,0,0,False,,2026-08-25 10:23:15+00:00,2026,2026-08-01,29,3959,10.839151266255987,15,en,1.0,True,921,166,0,False,False,False,False,False,en,False,False,False,False,0.0005092656938359141,0.9793935418128967,0.7889899015426636,0.9254323840141296,0.2505917251110077,0.9853843450546265,False,False,False,False,False,False,0,negative
UgwJlsMIyB_7I_LCzpZ4AaABAg,TdWEhMOrRpQ,"I've been visiting my grandpa in the palliative ward the last couple of days , have to fly home tomorrow  , it's the last time I will get to see him , it's going to be one of the hardest goodbyes of my life , this song has been playing in my head on repeat since I woke up at dawn this morning","I've been visiting my grandpa in the palliative ward the last couple of days , have to fly home tomorrow , it's the last time I will get to see him , it's going to be one of the hardest goodbyes of my life , this song has been playing in my head on repeat since I woke up at dawn this morning",749096d96cb76873,0,0,False,,2026-08-23 21:39:17+00:00,2026,2026-08-01,29,3957,10.833675564681725,16,en,1.0,True,292,63,0,False,False,False,False,False,en,True,False,False,False,0.9998502731323242,0.9990782141685486,0.9996207356452942,0.9403667449951172,0.7775111198425293,0.999742865562439,True,True,False,True,True,True,5,negative
UgwYXeZ1nTYK5FoC1MN4AaABAg,TdWEhMOrRpQ,"My dad spoke pure Scottish … 

A marriage from the 60s…",My dad spoke pure Scottish … A marriage from the 60s…,ae7b4581725a0062,0,0,False,,2026-08-21 03:10:30+00:00,2026,2026-08-01,29,3955,10.82819986310746,19,en,0.8266694555952129,True,53,11,0,False,False,True,False,False,en,True,False,False,False,0.9972099661827087,0.9908123016357422,0.9887663125991821,0.965139627456665,0.09542055428028107,0.6097565293312073,True,False,False,False,True,False,2,neutral
Ugwcx-gME-SE0qhWNG54AaABAg,TdWEhMOrRpQ,I love this man and the way he sings.  He brings joy to my life.,I love this man and the way he sings. He brings joy to my life.,baa6c08bb8d58962,1,1,False,,2026-08-17 14:14:36+00:00,2026,2026-08-01,29,3951,10.817248459958932,22,en,0.551846685695874,True,63,15,0,False,False,False,False,False,en,False,False,False,False,0.012908024713397026,0.8377527594566345,0.8774767518043518,0.1200256198644638,0.030473187565803528,0.0006905414629727602,False,False,False,False,False,False,0,positive
Ugwcx-gME-SE0qhWNG54AaABAg.A_bjUGzdVP8Aa0FysQ_jXz,TdWEhMOrRpQ,Hello Kevin how’re you doing. Can we be friends? God bless you.,Hello Kevin how’re you doing. Can we be friends? God bless you.,12bcaffd59b12b3a,0,0,True,Ugwcx-gME-SE0qhWNG54AaABAg,2026-08-27 12:08:17+00:00,2026,2026-08-01,29,3961,10.844626967830251,13,en,0.6240047087461718,True,63,12,0,False,False,False,False,False,en,False,False,False,False,0.9979810118675232,0.7715854048728943,0.3970029354095459,0.37387582659721375,0.541893720626831,0.9018558263778687,False,False,False,False,False,True,1,positive
UgxHGCr2VToYyiYPah94AaABAg.A_W8Krh3LgxA_ZAXFY_MrR,TdWEhMOrRpQ,"Thank you for being a good fan, I will like to reach out to you privately","Thank you for being a good fan, I will like to reach out to you privately",e245a6cfe688e35c,0,0,True,UgxHGCr2VToYyiYPah94AaABAg,2026-08-16 05:02:42+00:00,2026,2026-08-01,29,3950,10.8145106091718,24,en,0.8501935553387389,True,73,16,0,False,False,False,False,False,en,False,False,False,False,0.9955834746360779,0.5530226230621338,0.8233283758163452,0.703956663608551,0.05517685413360596,0.6304574608802795,False,False,False,False,False,False,0,positive
UgzKJ51PiyXdAfI4mW94AaABAg,TdWEhMOrRpQ,"No hay por menos que llorar.
BRUTAL ❤.
L'ós músicos geniales",No hay por menos que llorar. BRUTAL ❤. L'ós músicos geniales,373dd30739146aba,1,0,False,,2026-08-14 14:39:46+00:00,2026,2026-08-01,29,3948,10.809034907597535,25,es,0.7812725610435867,True,60,11,1,False,False,False,False,False,es,False,False,False,False,0.9986514449119568,0.6368049383163452,0.7431679964065552,0.5187900066375732,0.0833292081952095,0.9967523813247681,False,False,False,True,False,False,1,positive
UgylJnIUuM9DnosuUFx4AaABAg,TdWEhMOrRpQ,This channel deserves more recognition.,This channel deserves more recognition.,b4fce6514c657aa4,1,0,False,,2026-08-13 14:39:01+00:00,2026,2026-08-01,29,3947,10.806297056810404,26,en,0.8441851632030162,True,39,5,0,False,False,False,False,False,en,False,False,False,False,0.9744318127632141,0.7743275165557861,0.48291680216789246,0.6841585040092468,0.3496437668800354,0.5808275938034058,False,False,False,False,False,False,0,positive
UgwvzfXxCwF-BuvpZ8B4AaABAg,TdWEhMOrRpQ,Che meraviglia Andrea bocellli ed e anche bellissimo❤,Che meraviglia Andrea bocellli ed e anche bellissimo❤,50be34df31b2796c,0,0,False,,2026-08-13 10:56:15+00:00,2026,2026-08-01,29,3947,10.806297056810404,27,it,0.9704507347045414,True,53,8,1,False,False,False,False,False,it,False,False,False,False,0.9937888979911804,0.9046820998191833,0.6557770371437073,0.4520520567893982,0.04705227538943291,0.009358114562928677,False,False,False,False,False,False,0,positive
UgyOUIebLZoguSfM1RF4AaABAg,TdWEhMOrRpQ,Esse homem foi colocado na terra por Cristo,Esse homem foi colocado na terra por Cristo,0b491a0c639b05d1,0,0,False,,2026-08-13 01:37:46+00:00,2026,2026-08-01,29,3947,10.806297056810404,27,pt,0.8117246960478873,True,43,8,0,False,False,False,False,False,pt,False,False,False,False,0.9990415573120117,0.9605281352996826,0.8523834347724915,0.87716144323349,0.258232444524765,0.802942156791687,False,False,False,False,False,False,0,neutral
Ugw3rCTBI19QVQiRiuV4AaABAg,TdWEhMOrRpQ,I’ve traveled 500 miles to give you my seed.,I’ve traveled 500 miles to give you my seed.,019b0edceea2d188,1,0,False,,2026-08-12 04:57:56+00:00,2026,2026-08-01,29,3946,10.803559206023271,28,en,0.6603450662966637,True,44,9,0,False,False,False,False,False,en,False,False,False,False,0.9972477555274963,0.9863039255142212,0.845687747001648,0.9797598719596863,0.19421492516994476,0.7690802812576294,False,False,False,False,False,False,0,neutral
UgwuTixYQOjr-bRsAOx4AaABAg,TdWEhMOrRpQ,Sensacional demais  esse clássico de Andrea Bocelle,Sensacional demais esse clássico de Andrea Bocelle,f59af336a8b85682,1,0,False,,2026-08-12 03:12:13+00:00,2026,2026-08-01,29,3946,10.803559206023271,28,pt,0.9392796141949972,True,50,7,0,False,False,False,False,False,pt,False,False,False,False,0.9019854664802551,0.9361127614974976,0.270480215549469,0.9947595596313477,0.04881241172552109,0.0017007223796099424,False,False,True,False,False,False,1,positive
UgwmJ_9lWTCHUwUVKqh4AaABAg,TdWEhMOrRpQ,"I heard this song rn and typed ""famous classical Italian song"" and it came up. Love the accuracy 😭👏","I heard this song rn and typed ""famous classical Italian song"" and it came up. Love the accuracy 😭👏",7623241b382f93bb,1,0,False,,2026-08-09 05:32:13+00:00,2026,2026-08-01,29,3943,10.795345653661876,31,en,0.86436750720607,True,99,19,1,False,False,False,False,False,en,False,False,False,False,0.9733327627182007,0.9646808505058289,0.7631309032440186,0.9919769167900085,0.06345334649085999,0.2849738299846649,False,False,True,False,False,False,1,positive
Ugyzqr41hjCnqL6Ui9h4AaABAg,TdWEhMOrRpQ,hoje 8/8/2026 ouvindo esse clássico maravilhoso ❤,hoje 8/8/2026 ouvindo esse clássico maravilhoso ❤,7eed3d79b2e48510,0,0,False,,2026-08-09 00:25:29+00:00,2026,2026-08-01,29,3943,10.795345653661876,31,pt,0.991750014228459,True,49,7,1,False,False,False,False,False,pt,False,False,False,False,0.9916841983795166,0.9106149673461914,0.6475753784179688,0.9479140043258667,0.05981148034334183,0.3071501553058624,False,False,False,False,False,False,0,positive
UgwACqr52QKbq7r2JzR4AaABAg,TdWEhMOrRpQ,"My nana passed away in 2014, she loved this song and Andrea in general, now I’m 26 and tatted up grown ass man in tears cus this song will always remind me of her.","My nana passed away in 2014, she loved this song and Andrea in general, now I’m 26 and tatted up grown ass man in tears cus this song will always remind me of her.",85ae043e33543235,1,0,False,,2026-08-07 04:47:54+00:00,2026,2026-08-01,29,3941,10.789869952087612,33,en,0.9999999999999866,True,163,34,0,False,False,False,True,False,en,False,True,False,False,0.9997867941856384,0.9990130066871643,0.991066575050354,0.9776285290718079,0.5226895809173584,0.9988144040107727,True,True,False,True,True,True,5,positive
UgzvauTKEjDup32oJQp4AaABAg,TdWEhMOrRpQ,"Beautiful song, amazing voice.
Want this for my funeral.","Beautiful song, amazing voice. Want this for my funeral.",908af5f084946b03,1,0,False,,2026-08-06 22:43:13+00:00,2026,2026-08-01,29,3940,10.78713210130048,33,en,0.8218571836338696,True,56,9,0,False,False,False,True,False,en,False,True,False,False,0.9995326399803162,0.9902066588401794,0.9830688238143921,0.6751759648323059,0.41418781876564026,0.9943690299987793,True,True,False,True,True,False,4,positive
UgzKhsngOo307Cu1D0J4AaABAg,TdWEhMOrRpQ,My parents used to put this song on when I went to sleep as a baby. I was looking for it and the moment I heard this I knew it was the song.,My parents used to put this song on when I went to sleep as a baby. I was looking for it and the moment I heard this I knew it was the song.,1a71c9f4770ed6ef,0,0,False,,2026-08-06 02:01:45+00:00,2026,2026-08-01,29,3940,10.78713210130048,34,en,0.9455279451695832,True,140,33,0,False,False,False,False,False,en,False,False,False,False,0.8637368083000183,0.9996547102928162,0.9990013837814331,0.982624351978302,0.4434497654438019,0.8914808630943298,True,False,True,False,True,False,3,neutral
Ugx8mIhkpVTRojkOqCV4AaABAg,TdWEhMOrRpQ,"L'opera più bella che abbia mai sentito. Non mi è mai importata dell'opera, ma la sua splendida voce mi ha conquistata. Non capisco molto, ma è la canzone più bella che abbia mai sentito in un'opera. 😢❤ 4:25","L'opera più bella che abbia mai sentito. Non mi è mai importata dell'opera, ma la sua splendida voce mi ha conquistata. Non capisco molto, ma è la canzone più bella che abbia mai sentito in un'opera. 😢❤",8254a2cf10be8516,0,0,False,,2026-08-05 06:25:03+00:00,2026,2026-08-01,29,3939,10.784394250513348,35,it,0.9999999999999838,True,202,37,1,False,False,False,False,False,it,False,False,False,False,0.6195863485336304,0.6298884749412537,0.7345005869865417,0.6589663624763489,0.32263270020484924,0.39210405945777893,False,False,False,False,False,False,0,positive
UgxbSPyTujZPup6wVR14AaABAg,TdWEhMOrRpQ,"Que lindo meu amor 💘, você é maravilhoso amor 💘, te amo e te amarei eternamente meu amor 💘, vamos amor 💘, te amo, te amo 💘.","Que lindo meu amor 💘, você é maravilhoso amor 💘, te amo e te amarei eternamente meu amor 💘, vamos amor 💘, te amo, te amo 💘.",baad3ff9d5af44c7,0,0,False,,2026-08-04 14:32:40+00:00,2026,2026-08-01,29,3938,10.781656399726216,35,pt,0.9805350267008602,True,123,27,5,False,False,False,False,False,pt,False,False,False,False,0.9954438805580139,0.9030807018280029,0.7043635249137878,0.47049328684806824,0.07081620395183563,0.5950219631195068,False,False,False,False,False,False,0,positive
UgyctTkStzgKMsdtI6J4AaABAg,TdWEhMOrRpQ,Bravissimo Andrea Bocelli Anna Maria Salerno Damiano Catenanuova Enna artista siciliana nata a Desio Milano Brianza Lombardia ❤❤❤❤,Bravissimo Andrea Bocelli Anna Maria Salerno Damiano Catenanuova Enna artista siciliana nata a Desio Milano Brianza Lombardia ❤❤❤,7356870594169f07,2,1,False,,2026-08-03 10:29:52+00:00,2026,2026-08-01,29,3937,10.778918548939084,37,it,0.999934097309243,True,129,18,1,False,False,False,False,False,it,False,False,False,False,0.9973269701004028,0.9693241715431213,0.6104534268379211,0.9883352518081665,0.08075529336929321,0.7057089805603027,False,False,True,False,False,False,1,positive
UgyctTkStzgKMsdtI6J4AaABAg.A_2Hd-hAwqWA_T2mlLWOD-,TdWEhMOrRpQ,"Grazie per essere un buon fan, vorrei contattarti privatamente","Grazie per essere un buon fan, vorrei contattarti privatamente",e245a6cfe688e35c,0,0,True,UgyctTkStzgKMsdtI6J4AaABAg,2026-08-13 19:59:37+00:00,2026,2026-08-01,29,3947,10.806297056810404,26,it,0.9645391393669168,True,62,9,0,False,False,False,False,False,it,False,False,False,False,0.9981178045272827,0.7957375049591064,0.8718026280403137,0.7590468525886536,0.14101505279541016,0.7609172463417053,False,False,False,False,False,False,0,positive
Ugz4BCj40SqZvly-2iF4AaABAg,TdWEhMOrRpQ,It’s the most beautiful sung in Italian.,It’s the most beautiful sung in Italian.,0784adfb803b7c00,1,0,False,,2026-08-02 21:57:38+00:00,2026,2026-08-01,29,3936,10.77618069815195,37,en,0.556219454711876,True,40,7,0,False,False,False,False,False,en,False,False,False,False,0.9198228120803833,0.8489095568656921,0.5307229161262512,0.7282654047012329,0.14915919303894043,0.01008156593888998,False,False,False,False,False,False,0,positive
UgxUPTWT-SvXB_97b7F4AaABAg,TdWEhMOrRpQ,Bravo! Magnifico! Thank you Holy Spirit for hearing my prayer. Amen hallelujah,Bravo! Magnifico! Thank you Holy Spirit for hearing my prayer. Amen hallelujah,42656fa3e14ecfa4,1,1,False,,2026-08-02 15:28:16+00:00,2026,2026-08-01,29,3936,10.77618069815195,37,en,0.6831679688321065,True,78,12,0,False,False,False,False,False,en,False,False,False,False,0.9928231239318848,0.7950222492218018,0.664322555065155,0.507567822933197,0.10620293766260147,0.7078088521957397,False,False,False,False,False,False,0,positive
UgxUPTWT-SvXB_97b7F4AaABAg.A_0EzkuyInBA_T2olJ5XC9,TdWEhMOrRpQ,"Grazie per essere un buon fan, vorrei contattarti privatamente","Grazie per essere un buon fan, vorrei contattarti privatamente",e245a6cfe688e35c,0,0,True,UgxUPTWT-SvXB_97b7F4AaABAg,2026-08-13 19:59:53+00:00,2026,2026-08-01,29,3947,10.806297056810404,26,it,0.9645391393669168,True,62,9,0,False,False,False,False,False,it,False,False,False,False,0.9981178045272827,0.7957375049591064,0.8718026280403137,0.7590468525886536,0.14101505279541016,0.7609172463417053,False,False,False,False,False,False,0,positive
Ugwl5Fjo0pYbhMBDv4Z4AaABAg,TdWEhMOrRpQ,Merci je vous remercie ❤❤❤❤,Merci je vous remercie ❤❤❤,ebb56b6c4af6a97e,1,0,False,,2026-08-02 07:08:24+00:00,2026,2026-08-01,29,3936,10.77618069815195,38,fr,0.6066815759891793,True,26,5,1,False,False,False,False,False,fr,False,False,False,False,0.9791557192802429,0.6092917323112488,0.20721471309661865,0.5643386244773865,0.048316072672605515,0.15594413876533508,False,False,False,False,False,False,0,positive
UgwX-6889aHq4ITTiOZ4AaABAg,TdWEhMOrRpQ,"Eu te amo, maravilhoso 🌹🌹🌹🌹🌹💕💕💕💕","Eu te amo, maravilhoso 🌹🌹🌹💕💕💕",0c9dee68aab21762,0,0,False,,2026-08-02 03:03:50+00:00,2026,2026-08-01,29,3936,10.77618069815195,38,pt,0.7664138579877915,True,29,5,1,False,False,False,False,False,pt,False,False,False,False,0.9975369572639465,0.8411418199539185,0.6064984202384949,0.8171006441116333,0.0362541601061821,0.10725033283233643,False,False,False,False,False,False,0,positive
Ugw5ZZQ5o1EAjXeF-2B4AaABAg,TdWEhMOrRpQ,"Allah'ım bir ses, yorum insanda birçok duyguyu bir arada yaşatır mı? Hüzün, mutluluk, özlem, hepsini şu an yaşadım❤iyiki varsın sevgili Bocelli hep bizimle kal 🙏Türkiye'den sevgiler ❤🧿🐞","Allah'ım bir ses, yorum insanda birçok duyguyu bir arada yaşatır mı? Hüzün, mutluluk, özlem, hepsini şu an yaşadım❤iyiki varsın sevgili Bocelli hep bizimle kal 🙏Türkiye'den sevgiler ❤🧿🐞",3d36793b51c770b0,2,0,False,,2026-08-01 15:44:27+00:00,2026,2026-08-01,29,3935,10.77344284736482,38,tr,1.0,True,185,27,3,False,False,False,False,False,other,False,False,False,False,0.9963358044624329,0.9837849736213684,0.985461413860321,0.8874487280845642,0.02001386322081089,0.9973785877227783,True,False,False,True,False,False,2,positive
UgwhCBinZDHgt-KS5OF4AaABAg,TdWEhMOrRpQ,Polska WybraŁa Kochać beżinteresowni€ ❤❤❤🎉,Polska WybraŁa Kochać beżinteresowni€ ❤❤❤🎉,b5cbd2eace7657dd,0,1,False,,2026-08-01 00:49:30+00:00,2026,2026-08-01,29,3935,10.77344284736482,39,pl,1.0,True,42,5,1,False,False,False,False,False,other,False,False,False,False,0.9941118955612183,0.8740234971046448,0.5263427495956421,0.9502957463264465,0.3437822163105011,0.6685016751289368,False,False,False,False,False,False,0,positive
