comment_id,video_id,text,text_clean,author_pseudo,like_count,reply_count,is_reply,parent_id,published_at,comment_year,comment_ym,years_since_performance,days_since_upload,years_since_upload,comment_age_days,lang,lang_conf,lang_reliable,n_chars,n_tokens,n_emoji,is_textless,probe_who_listening,probe_personal_memory,probe_mortality,probe_restorative
UgyxhVuYYH4J0KGXkCR4AaABAg,TdWEhMOrRpQ,August and September 2026?,August and September 2026?,68827b2337b5b657,2,0,False,,2026-08-31 00:55:18+00:00,2026,2026-08-01,29,3965,10.855578370978781,9,nl,0.2255973220701304,False,26,4,0,False,True,False,False,False
Ugy4nZRWI5XrKKjcPXF4AaABAg,TdWEhMOrRpQ,Love it!,Love it!,8f8015faf2300eea,0,0,False,,2026-08-30 16:26:29+00:00,2026,2026-08-01,29,3964,10.85284052019165,9,en,0.1715896076091026,False,8,2,0,False,False,False,False,False
Ugxc-4M4M_ugmLQOX794AaABAg,TdWEhMOrRpQ,Great voice and music!,Great voice and music!,89da05df51522940,0,0,False,,2026-08-30 08:05:22+00:00,2026,2026-08-01,29,3964,10.85284052019165,10,en,0.3673837604511846,False,22,4,0,False,False,False,False,False
UgypvZ_Fw1_HliRMIYh4AaABAg,TdWEhMOrRpQ,🎩,🎩,afc68c4f5884f11b,0,0,False,,2026-08-30 00:22:40+00:00,2026,2026-08-01,29,3964,10.85284052019165,10,,0.0,False,1,1,1,True,False,False,False,False
UgzFhZb3zWL620jQ78p4AaABAg,TdWEhMOrRpQ,Alguém do Brasil?,Alguém do Brasil?,6f1d4eb10bc792ce,2,2,False,,2026-08-29 23:24:46+00:00,2026,2026-08-01,29,3963,10.850102669404517,10,pt,0.9191633774538279,True,17,3,0,False,False,False,False,False
UgzFhZb3zWL620jQ78p4AaABAg.Aa6bzN8hkMGAa6yfmtSy42,TdWEhMOrRpQ,Aqui estamos,Aqui estamos,d879600689407a80,0,0,True,UgzFhZb3zWL620jQ78p4AaABAg,2026-08-30 02:43:04+00:00,2026,2026-08-01,29,3964,10.85284052019165,10,pt,0.5172087110535447,False,12,2,0,False,False,False,False,False
UgzFhZb3zWL620jQ78p4AaABAg.Aa6bzN8hkMGAa9Jn-0S-qi,TdWEhMOrRpQ,🙋🏽‍♂️,🙋🏽‍♂️,131b50d033437db2,0,0,True,UgzFhZb3zWL620jQ78p4AaABAg,2026-08-31 00:34:47+00:00,2026,2026-08-01,29,3965,10.855578370978781,9,en,0.0,False,5,1,2,False,False,False,False,False
Ugyq9e-euPLd-jzUlLV4AaABAg,TdWEhMOrRpQ,Ciao mi familia nella italia dall’america,Ciao mi familia nella italia dall’america,b7dfd4c5109c6396,0,0,False,,2026-08-28 19:29:25+00:00,2026,2026-08-01,29,3962,10.847364818617386,11,it,0.726385985203682,True,41,6,0,False,False,False,False,False
UgwgO0QRl7ipbiMXoWV4AaABAg,TdWEhMOrRpQ,"wow, 27k comments..stunning..83million view! WOW!","wow, 27k comments..stunning..83million view! WOW!",b2e9d2ee50397ea8,0,0,False,,2026-08-28 09:13:24+00:00,2026,2026-08-01,29,3962,10.847364818617386,12,en,0.7565474047843588,True,49,5,0,False,False,False,False,False
UgxJr7Juddl346-r7wZ4AaABAg,TdWEhMOrRpQ,"This song should be sent into deep space, perhaps aboard Voyager 2, to represent the human condition: a magnificent creature, alone in the vast universe, with no inherent meaning to its existence despite its unrelenting search for one.","This song should be sent into deep space, perhaps aboard Voyager 2, to represent the human condition: a magnificent creature, alone in the vast universe, with no inherent meaning to its existence despite its unrelenting search for one.",d236f5d0482cae13,2,0,False,,2026-08-28 07:44:03+00:00,2026,2026-08-01,29,3962,10.847364818617386,12,en,1.0,True,235,38,0,False,False,False,False,False
UgwVwzCMRwUkcg2QHot4AaABAg,TdWEhMOrRpQ,2026,2026,30158d475de754ee,0,0,False,,2026-08-28 02:35:00+00:00,2026,2026-08-01,29,3962,10.847364818617386,12,en,0.0,False,4,1,0,False,False,False,False,False
UgzwZ0XymRWZAzVYekN4AaABAg,TdWEhMOrRpQ,It’s the f*ckin catalina wine mixer,It’s the f*ckin catalina wine mixer,2802d0baea726002,0,0,False,,2026-08-27 20:59:54+00:00,2026,2026-08-01,29,3961,10.844626967830253,12,en,0.22051535569386913,False,35,6,0,False,False,False,False,False
UgyobFqNPguM4tG6ilh4AaABAg,TdWEhMOrRpQ,Sopranos brought me here. 2026,Sopranos brought me here. 2026,06a34d9fc171ce03,0,0,False,,2026-08-27 09:22:39+00:00,2026,2026-08-01,29,3961,10.844626967830253,13,en,0.4362767253237189,False,30,5,0,False,False,False,False,False
UgxP7jS6cwFJPHoEjWJ4AaABAg,TdWEhMOrRpQ,.3.3.3.,.3.3.3.,ce106dae51ea3a87,1,0,False,,2026-08-27 01:42:30+00:00,2026,2026-08-01,29,3961,10.844626967830253,13,en,0.0,False,7,1,0,False,False,False,False,False
UgzPXkhhGWTvO7zMa1l4AaABAg,TdWEhMOrRpQ,😂 O CÉU DESCEU Â TERRA! LOUVADO SEJA DEUS!,😂 O CÉU DESCEU Â TERRA! LOUVADO SEJA DEUS!,0dd4cdc0b605ee31,0,0,False,,2026-08-26 14:02:31+00:00,2026,2026-08-01,29,3960,10.841889117043122,13,pt,0.8698377436667102,True,42,9,1,False,False,False,False,False
UgwxyhEDrmwmwO8kEid4AaABAg,TdWEhMOrRpQ,I didn't know he had been blind since childhood....   ❤❤❤❤❤❤❤❤❤❤❤❤❤❤,I didn't know he had been blind since childhood... ❤❤❤,234cf87dcf2d0af0,0,0,False,,2026-08-26 12:13:16+00:00,2026,2026-08-01,29,3960,10.841889117043122,14,en,0.9395262837576832,True,54,10,1,False,False,False,False,False
UgwQZQwUuKDUeQYhE8J4AaABAg,TdWEhMOrRpQ,Si euro.,Si euro.,acc10b5262961ef6,0,0,False,,2026-08-25 16:53:16+00:00,2026,2026-08-01,29,3959,10.839151266255989,14,it,0.1266933003665132,False,8,2,0,False,False,False,False,False
Ugz3kITWXLCKPklPfrJ4AaABAg,TdWEhMOrRpQ,"I feel like what you’re missing is that YOU are not the community. And “the community” you refer to is not the community either. 

You (and I) only interact with a specific segment of 20+ year old players that have demands and expectations from the game that are nowhere near the experience of the average player. Minecraft is THRIVING. Communities you’ve never heard of are thriving. 

For example, a town in France opened a server with a reconstruction of the town 1 to 1, and they host town community events inside Minecraft. They used it to explain the election process to elementary school kids by having them host an election in the game, and so on. 

That’s what golden age looks like. Kids still discuss the new features at school, and enjoy them, like the happy ghast and so on. Hell I’m a college student and I still gather on the server with friends to discuss what projects we’ll do with the new fall forest blocks.","I feel like what you’re missing is that YOU are not the community. And “the community” you refer to is not the community either. You (and I) only interact with a specific segment of 20+ year old players that have demands and expectations from the game that are nowhere near the experience of the average player. Minecraft is THRIVING. Communities you’ve never heard of are thriving. For example, a town in France opened a server with a reconstruction of the town 1 to 1, and they host town community events inside Minecraft. They used it to explain the election process to elementary school kids by having them host an election in the game, and so on. That’s what golden age looks like. Kids still discuss the new features at school, and enjoy them, like the happy ghast and so on. Hell I’m a college student and I still gather on the server with friends to discuss what projects we’ll do with the new fall forest blocks.",036e17a1afe8e4bf,0,0,False,,2026-08-25 10:23:15+00:00,2026,2026-08-01,29,3959,10.839151266255989,15,en,1.0,True,921,166,0,False,False,False,False,False
UgwmX5Se6t5JP2prOrJ4AaABAg,TdWEhMOrRpQ,I love this.  I understand this was a huge hit at the Catalina Wine Mixer.,I love this. I understand this was a huge hit at the Catalina Wine Mixer.,289c3989fda205ac,1,0,False,,2026-08-25 05:04:34+00:00,2026,2026-08-01,29,3959,10.839151266255989,15,en,0.5088055183201868,False,73,15,0,False,False,False,False,False
UgzGdeFzzra39jDzxzZ4AaABAg,TdWEhMOrRpQ,"Boats and hos, boats and hos, boats and hos, boats and hos","Boats and hos, boats and hos, boats and hos, boats and hos",7964c33cccaeec1c,2,0,False,,2026-08-24 15:52:49+00:00,2026,2026-08-01,29,3958,10.836413415468858,15,en,0.34424907059025245,False,58,12,0,False,False,False,False,False
Ugws1cbZON7VD4IhEbl4AaABAg,TdWEhMOrRpQ,Que apresentação linda!,Que apresentação linda!,32588e386d621973,0,0,False,,2026-08-24 00:37:58+00:00,2026,2026-08-01,29,3958,10.836413415468858,16,pt,1.0,True,23,3,0,False,False,False,False,False
UgwNeICu8Asnsah8OOh4AaABAg,TdWEhMOrRpQ,👏👏👏👏,👏👏👏,32588e386d621973,0,0,False,,2026-08-24 00:36:21+00:00,2026,2026-08-01,29,3958,10.836413415468858,16,en,0.0,False,3,1,1,True,False,False,False,False
Ugy-9Ua2m6YAzsUs4up4AaABAg,TdWEhMOrRpQ,I'm here because of The Sopranos.,I'm here because of The Sopranos.,7f29109f85b22dac,1,0,False,,2026-08-23 23:45:32+00:00,2026,2026-08-01,29,3957,10.833675564681725,16,en,0.4815954226279128,False,33,6,0,False,False,False,False,False
UgwJlsMIyB_7I_LCzpZ4AaABAg,TdWEhMOrRpQ,"I've been visiting my grandpa in the palliative ward the last couple of days , have to fly home tomorrow  , it's the last time I will get to see him , it's going to be one of the hardest goodbyes of my life , this song has been playing in my head on repeat since I woke up at dawn this morning","I've been visiting my grandpa in the palliative ward the last couple of days , have to fly home tomorrow , it's the last time I will get to see him , it's going to be one of the hardest goodbyes of my life , this song has been playing in my head on repeat since I woke up at dawn this morning",749096d96cb76873,0,0,False,,2026-08-23 21:39:17+00:00,2026,2026-08-01,29,3957,10.833675564681725,16,en,1.0,True,292,63,0,False,False,False,False,False
UgzsrIQ45ufdoAEtO814AaABAg,TdWEhMOrRpQ,Listening in August of 2026,Listening in August of 2026,2af9342fd64eb686,0,0,False,,2026-08-23 18:59:15+00:00,2026,2026-08-01,29,3957,10.833675564681725,16,en,0.3242272506600523,False,27,5,0,False,False,False,False,False
UgxrBibkQuhIKP_FKOx4AaABAg,TdWEhMOrRpQ,He stole this song from ludwig,He stole this song from ludwig,01675eaa00fbec74,0,0,False,,2026-08-23 16:08:34+00:00,2026,2026-08-01,29,3957,10.833675564681725,16,en,0.28900791239282614,False,30,6,0,False,False,False,False,False
Ugwb-GZFhXeX5IbxJ-t4AaABAg,TdWEhMOrRpQ,S tobom ću otići,S tobom ću otići,1f36a897e58f4dde,0,0,False,,2026-08-23 12:57:14+00:00,2026,2026-08-01,29,3957,10.833675564681725,16,pl,1.0,True,16,4,0,False,False,False,False,False
Ugy3fnkbuA_719vDMRR4AaABAg,TdWEhMOrRpQ,"❤🌹
22/08/26",❤🌹 22/08/26,85b0b18445768bd2,0,0,False,,2026-08-23 02:57:52+00:00,2026,2026-08-01,29,3957,10.833675564681725,17,en,0.0,False,11,2,1,False,False,False,False,False
UgycaUPESWkySfOzDhR4AaABAg,TdWEhMOrRpQ,🇧🇷,🇧🇷,e5f36293a129f042,0,0,False,,2026-08-22 00:14:11+00:00,2026,2026-08-01,29,3956,10.830937713894592,18,,0.0,False,2,1,0,False,False,False,False,False
UgyX8oucv8L3gkiRWKt4AaABAg,TdWEhMOrRpQ,Linda música adorei,Linda música adorei,e6143dd16e9b5381,0,0,False,,2026-08-21 15:58:37+00:00,2026,2026-08-01,29,3955,10.82819986310746,18,pt,0.6387933610623595,True,19,3,0,False,False,False,False,False
UgyaGEsSxTnbpe9Vinp4AaABAg,TdWEhMOrRpQ,Love from Qz,Love from Qz,4822c0f630d43a13,0,0,False,,2026-08-21 13:08:24+00:00,2026,2026-08-01,29,3955,10.82819986310746,18,en,0.22963352432930836,False,12,3,0,False,False,False,False,False
UgyH5tVGbrbpDafvK5B4AaABAg,TdWEhMOrRpQ,I’m singing to the candle,I’m singing to the candle,ae7b4581725a0062,0,0,False,,2026-08-21 03:10:51+00:00,2026,2026-08-01,29,3955,10.82819986310746,19,en,0.4275366118852659,False,25,5,0,False,False,False,False,False
UgwYXeZ1nTYK5FoC1MN4AaABAg,TdWEhMOrRpQ,"My dad spoke pure Scottish … 

A marriage from the 60s…",My dad spoke pure Scottish … A marriage from the 60s…,ae7b4581725a0062,0,0,False,,2026-08-21 03:10:30+00:00,2026,2026-08-01,29,3955,10.82819986310746,19,en,0.8266694555952129,True,53,11,0,False,False,True,False,False
UgxOOCwcfYV9h3ahoFx4AaABAg,TdWEhMOrRpQ,2:15 MAGICAL!!!!,MAGICAL!!!,3f77b83f32a15e28,3,0,False,,2026-08-20 17:28:27+00:00,2026,2026-08-01,29,3954,10.825462012320328,19,en,0.3543563508592558,False,10,1,0,False,False,False,False,False
UgxjjD9YNUOI7WPfbOh4AaABAg,TdWEhMOrRpQ,❤❤❤,❤❤❤,443e8a16784a77d9,0,0,False,,2026-08-20 16:59:23+00:00,2026,2026-08-01,29,3954,10.825462012320328,19,en,0.0,False,3,1,1,True,False,False,False,False
UgxDDl3v8-h6Jx3fSS54AaABAg,TdWEhMOrRpQ,Its the fuckin catalina wine mixer,Its the fuckin catalina wine mixer,938f1f6653349bd3,2,0,False,,2026-08-19 20:57:36+00:00,2026,2026-08-01,29,3953,10.822724161533197,20,en,0.2952826354480641,False,34,6,0,False,False,False,False,False
Ugyqe4Kujk0WHBHVSSp4AaABAg,TdWEhMOrRpQ,❤❤❤ muhteşem,❤❤❤ muhteşem,8ad8dffa42ea1217,0,0,False,,2026-08-19 19:43:38+00:00,2026,2026-08-01,29,3953,10.822724161533197,20,tr,0.9994108601238405,False,12,2,1,False,False,False,False,False
UgwMZOH2DhQmBHvOYaR4AaABAg,TdWEhMOrRpQ,❤❤❤❤❤,❤❤❤,67b25e466058aecc,0,0,False,,2026-08-18 23:29:48+00:00,2026,2026-08-01,29,3952,10.819986310746064,21,en,0.0,False,3,1,1,True,False,False,False,False
UgyQl94jS-cC9X2406V4AaABAg,TdWEhMOrRpQ,❤🎉,❤🎉,6d091682a8dcb754,1,0,False,,2026-08-18 15:58:46+00:00,2026,2026-08-01,29,3952,10.819986310746064,21,,0.0,False,2,1,1,True,False,False,False,False
Ugwcx-gME-SE0qhWNG54AaABAg,TdWEhMOrRpQ,I love this man and the way he sings.  He brings joy to my life.,I love this man and the way he sings. He brings joy to my life.,baa6c08bb8d58962,1,1,False,,2026-08-17 14:14:36+00:00,2026,2026-08-01,29,3951,10.817248459958932,22,en,0.551846685695874,True,63,15,0,False,False,False,False,False
Ugwcx-gME-SE0qhWNG54AaABAg.A_bjUGzdVP8Aa0FysQ_jXz,TdWEhMOrRpQ,Hello Kevin how’re you doing. Can we be friends? God bless you.,Hello Kevin how’re you doing. Can we be friends? God bless you.,12bcaffd59b12b3a,0,0,True,Ugwcx-gME-SE0qhWNG54AaABAg,2026-08-27 12:08:17+00:00,2026,2026-08-01,29,3961,10.844626967830253,13,en,0.6240047087461718,True,63,12,0,False,False,False,False,False
UgwmcJhxBSvPbO0ZmmZ4AaABAg,TdWEhMOrRpQ,2026🇲🇿🇲🇿,2026🇲🇿🇲🇿,cf4b38da7799fdd7,0,0,False,,2026-08-15 21:23:45+00:00,2026,2026-08-01,29,3949,10.811772758384668,24,en,0.0,False,8,1,0,False,False,False,False,False
Ugz1h_QVLHzxHm6c3yR4AaABAg,TdWEhMOrRpQ,Como era lindo!,Como era lindo!,e6b2b69a49cc4a18,0,0,False,,2026-08-15 18:58:39+00:00,2026,2026-08-01,29,3949,10.811772758384668,24,pt,0.28676543426028617,False,15,3,0,False,False,False,False,False
UgzmRlearx27BBFVzC14AaABAg,TdWEhMOrRpQ,bravíssimo!!!,bravíssimo!!!,7960cc5425948e81,0,0,False,,2026-08-15 14:16:09+00:00,2026,2026-08-01,29,3949,10.811772758384668,24,pt,0.8755578822475529,False,13,1,0,False,False,False,False,False
UgzGC-ruR_5UzIlZQmd4AaABAg,TdWEhMOrRpQ,Божественно!,Божественно!,b9ed0516115e2daf,0,0,False,,2026-08-15 13:57:15+00:00,2026,2026-08-01,29,3949,10.811772758384668,24,ru,1.0,False,12,1,0,False,False,False,False,False
UgxvZpRygXr6fPbPtPR4AaABAg,TdWEhMOrRpQ,Andrea Bocelli❤,Andrea Bocelli❤,4ca1687ccd008cac,0,0,False,,2026-08-15 11:27:59+00:00,2026,2026-08-01,29,3949,10.811772758384668,25,it,0.3052894593087967,False,15,2,1,False,False,False,False,False
Ugzl77HCjeRNLFX6dWl4AaABAg,TdWEhMOrRpQ,Una caricia al alma❤,Una caricia al alma❤,0cffcba878517769,0,0,False,,2026-08-15 02:58:30+00:00,2026,2026-08-01,29,3949,10.811772758384668,25,es,0.30800775478666487,False,20,4,1,False,False,False,False,False
